trial,feedback,reaction time,difficulty,question,answerlist,participant,name,session,date,expName,psychopyVersion,
1,1,2.5689406999154016,1,宝藏在21号树后面,"12,21,14,29,",1,1,1,2021_Sep_24_1725,number_space,2020.1.3,
